"id";"number";"customer_document";"seller_name";"order_value";"order_created"
"d7b72755-4186-4bc6-8639-306d6f7f9edc";"37";"13.625.822/0001-00";"Sandra";"299,50";"2016-11-17 19:40:47"
"bf96dcdb-a9c6-4721-845d-55cee51d39bd";"38";"12.816.126/0001-18";"Sandra";"3169,60";"2016-11-18 15:48:32"
"5e927d2a-7896-4076-bb8c-80de738f7fca";"39";"26.336.828/0001-09";"KELI";"545,00";"2016-11-21 11:18:05"
"f858ad42-7b49-4fe8-b476-7b1728859dc6";"40";"11.385.805/0001-17";"Sandra";"365,40";"2016-11-25 22:22:14"
"b11ca4f1-9ae8-4a8b-8479-3e00fdc315a1";"41";"02.053.402/0001-80";"Danisio";"1308,10";"2016-11-28 17:38:51"
"da8ddbe4-dcb7-4bc6-b273-b73c625b672e";"43";"10.374.530/0001-53";"Sandra";"623,48";"2016-11-28 17:53:11"
"69da0a9e-4309-4793-b65c-2c78fab80020";"45";"04.349.857/0001-72";"Sandra";"1353,90";"2016-11-29 13:44:31"
"49c433f7-861a-488c-ba6a-672eb0ae78a7";"46";"60.213.758/0001-30";"Sandra";"768,60";"2016-11-29 18:05:54"
"92e0dfef-f172-4be2-8ee6-423f67fbe9d2";"47";"09.113.951/0001-41";"Sandra";"1880,88";"2016-12-06 15:44:35"
"1654af2b-49c4-40b8-a53e-354183d582c8";"48";"10.841.586/0001-70";"Jessica";"840,87";"2016-12-06 23:03:50"
"1dac5c63-8b07-4acf-b305-7f591eab308f";"49";"26.493.836/0001-69";"Sandra";"978,70";"2016-12-07 00:24:40"
"1546995c-6ba1-4094-9a12-251548e3df0f";"50";"19.733.263/0001-38";"Sandra";"2942,20";"2016-12-09 22:03:15"
"b3330076-0d6f-4a63-9069-4352bc6f8295";"51";"80.358.393/0001-49";"Sandra";"998,20";"2016-12-10 16:38:18"
"79f5f8e6-61bc-4ee8-8a71-36bf8f831464";"53";"99.999.999/9999-99";"Sandra";"618,90";"2016-12-15 10:36:04"
"b9ef8234-f8c8-4fce-a12a-f2512af01cfa";"55";"21.131.086/0001-61";"KELI";"109,90";"2016-12-16 15:37:28"
"d8e4217e-14bd-41ff-b56c-72fbbad8b4f7";"56";"22.957.661/0001-42";"NATALIA";"784,50";"2016-12-19 14:27:03"
"570f4e45-4de7-4a84-9ca1-76cf7961dccd";"57";"22.957.661/0001-42";"NATALIA";"159,60";"2016-12-19 23:42:23"
"20104fac-8f88-44b6-a846-e70195be2cd6";"58";"41.491.073/0001-00";"Sandra";"1288,30";"2016-12-20 12:36:14"
"7785ada4-1475-485a-9d00-e2d2dc9156ec";"59";"21.131.086/0001-61";"KELI";"2924,50";"2016-12-20 13:01:05"
"faf1f303-a02b-4b8c-b9bd-f5072e056a52";"60";"20.635.703/0001-01";"Sandra";"1638,10";"2017-01-28 02:55:22"
"10349274-9e1f-42b7-9ac3-d91e8b55a828";"61";"20.635.703/0001-01";"Sandra";"1178,20";"2017-01-30 14:19:34"
"2451992b-2c7e-429c-be21-064052d25c88";"65";"22.092.426/0001-55";"Sandra";"626,50";"2017-02-24 18:09:14"
"92e33db2-30ed-4d8d-aded-86d496ae4929";"66";"80.358.393/0001-49";"Sandra";"319,60";"2017-03-05 03:29:03"
"fad76b22-9c3c-4a45-9d29-fc2f31e52d38";"67";"07.783.815/0001-33";"Sandra";"49,90";"2017-03-14 06:42:45"
"593e6c8f-1139-4b2e-8477-9729b2bc9dc3";"68";"07.783.815/0001-33";"Sandra";"49,90";"2017-03-14 06:44:41"
"d10fa9d6-a9c7-4438-b5cd-3c69d18344a7";"69";"76.573.488/0001-08";"Sandra";"169,80";"2017-03-17 19:36:20"
"9fc5bc51-cf70-4049-ba38-ab0015515709";"70";"26.847.474/0001-67";"Sandra";"776,50";"2017-03-20 17:28:26"
"5f5a6314-29df-4e6c-afd7-6a745dd62156";"71";"26.982.513/0001-39";"Sandra";"2660,20";"2017-03-21 14:52:51"
"501334fd-1bb0-43e4-8b52-689918e9cf59";"72";"26.982.513/0001-39";"Sandra";"1757,50";"2017-03-21 19:05:17"
"cb1ca649-d4bf-4b4d-b4c2-389e16757877";"73";"13.795.048/0001-85";"Sandra";"1408,70";"2017-03-21 23:45:30"
"55ed7c33-1bc3-4cb9-bddb-fcfdefcedc92";"74";"26.982.513/0001-39";"Sandra";"1477,80";"2017-03-22 15:29:12"
"3fbee407-87ca-46f0-86f5-eb1dc1a6d377";"75";"10.841.586/0001-70";"Sandra";"1108,80";"2017-03-22 21:12:41"
"9c314964-26c2-4e9b-b65c-1c34039c8902";"76";"26.639.761/0001-81";"Sandra";"1494,10";"2017-03-24 12:48:30"
"70aae417-329f-4018-83b8-76283fcc6171";"77";"18.451.941/0001-07";"Sandra";"2826,20";"2017-03-24 20:38:49"
"adaa9fe0-d2a2-411e-b9bf-1d76366a284f";"78";"24.100.734/0001-00";"Sandra";"888,60";"2017-03-25 12:51:41"
"fa6fbcd3-6647-422e-820d-11639c792ca3";"79";"18.918.120/0001-38";"Sandra";"1525,10";"2017-03-27 14:33:34"
"4b1e5199-7041-4115-b943-d76c40926df0";"80";"23.826.679/0001-78";"Sandra";"1726,80";"2017-03-27 20:01:48"
"f31c606f-a57e-4aff-bb2c-7b66d9adcffb";"81";"22.368.491/0001-60";"Sandra";"910,20";"2017-03-28 11:24:44"
"96d7139b-d66c-4e58-ad02-60049bdd1dd9";"82";"13.354.281/0001-22";"Sandra";"1754,40";"2017-03-28 19:39:05"
"2ef5d0d3-722a-42ab-9378-5ea96eac8002";"83";"24.675.172/0001-23";"Sandra";"601,50";"2017-03-28 20:27:28"
"58fa8705-6657-41b7-8ff5-49332badb3d2";"84";"15.638.750/0001-60";"Sandra";"523,20";"2017-03-28 20:39:29"
"d0869fa4-1596-4492-b09a-71897f935167";"85";"20.466.908/0001-00";"Sandra";"2035,80";"2017-03-29 11:19:14"
"5a3824e8-af66-4c68-b7d9-e9b6f5db82e4";"86";"13.625.822/0001-00";"Sandra";"2341,40";"2017-04-02 19:42:24"
"fa5eea30-dea4-4b6a-9a1d-a603d4f323b6";"87";"17.461.413/0001-76";"Sandra";"1989,10";"2017-04-03 15:26:43"
"d2df8d6d-6694-4492-89f8-424ced1f4f09";"88";"20.635.703/0001-01";"Sandra";"1846,70";"2017-04-04 12:23:01"
"78768ed6-bb79-458e-944c-22bada879567";"89";"21.316.267/0001-62";"Sandra";"209,70";"2017-04-04 18:24:43"
"a0b84166-2292-4fe8-b987-e9eadf1fcc78";"90";"22.334.299/0001-53";"Sandra";"535,40";"2017-04-05 00:12:54"
"0c3a4ec0-d5e8-4ec8-81e9-186d6dadcf0b";"91";"27.881.172/0001-78";"Sandra";"359,60";"2017-04-07 13:51:52"
"31147448-52d9-4a98-ac2a-9bab8d708305";"92";"13.752.566/0001-11";"Sandra";"1441,50";"2017-04-07 17:17:36"
"75df9753-4d2f-4fae-85ee-60e1d789ed91";"93";"10.801.452/0001-26";"Sandra";"2322,60";"2017-04-08 19:14:44"
"9901e91d-4cd4-408c-8dfa-58a3d0280049";"94";"04.099.746/0002-36";"Sandra";"1444,20";"2017-04-10 19:34:55"
"f8889e91-2ff6-468c-943e-bed9b7babf6a";"95";"13.250.288/0001-02";"Sandra";"1504,00";"2017-04-10 21:35:16"
"7e2d3559-ba1e-443a-9b33-32f8e68b06c7";"96";"27.164.273/0001-28";"Sandra";"3020,40";"2017-04-17 17:24:01"
"91429886-d880-403f-85ed-f86542c62711";"97";"16.694.118/0001-05";"Sandra";"1970,50";"2017-04-21 18:06:13"
"5afc1e8b-f57c-4db3-84be-acf35436b77a";"98";"20.757.823/0001-73";"Sandra";"721,00";"2017-04-22 03:40:53"
"c657accc-ca68-4eb3-bad2-bf78fa3b1def";"99";"20.466.908/0001-00";"Sandra";"498,50";"2017-04-24 12:17:04"
"156421a9-0246-4491-82ba-c08a00df8251";"100";"18.451.941/0001-07";"Sandra";"1324,40";"2017-04-24 14:13:04"
"402f6f27-e346-40bc-9240-4dc1b83f8a84";"101";"20.466.908/0001-00";"Sandra";"588,30";"2017-04-25 19:32:34"
"14ab50e3-8fb1-4617-b8ba-6ddbef46e438";"102";"27.434.290/0001-38";"Sandra";"778,80";"2017-04-26 16:45:04"
"83ba7af7-7840-4437-bc94-aaff1fdc74d5";"103";"04.186.388/0001-18";"Sandra";"1377,20";"2017-04-27 20:15:29"
"52bb7667-8534-4008-86b1-d30b9e5b17e7";"104";"27.164.273/0001-28";"Sandra";"3425,90";"2017-04-30 01:36:04"
"c05e323f-0002-49a0-89bf-a2909e1f5720";"105";"18.146.450/0001-52";"Sandra";"1521,90";"2017-05-03 11:13:12"
"eb7e66de-81ad-47e2-98ca-dc0522f6885d";"106";"20.896.255/0001-91";"Sandra";"928,60";"2017-05-05 18:52:26"
"ddee216f-54aa-45b6-a795-99242fa56a1a";"107";"18.146.450/0001-52";"Sandra";"953,80";"2017-05-13 14:35:51"
"57e84f62-c0ba-4696-8549-b0a4d180dafd";"116";"42.089.144/0001-06";"Sandra";"579,10";"2017-05-30 11:56:13"
"b9089232-9f72-496e-96a8-d1daf8b17948";"117";"42.089.144/0001-06";"Sandra";"639,00";"2017-05-30 12:06:43"
"74557116-abcc-4b7b-bb80-2ecbcbbf1bdf";"118";"13.547.212/0001-35";"Sandra";"79,90";"2017-05-30 11:11:12"
"a0d339f7-bcb0-4b07-a8f1-6139525c6155";"126";"11.779.674/0001-52";"Sandra";"533,10";"2017-06-01 10:43:50"
"0765c3a6-346c-4726-8e7d-024f9ef722ba";"127";"23.559.367/0001-45";"Sandra";"1313,10";"2017-06-01 11:14:05"
"01d19926-8a9f-41fc-a8e4-d3148cce65d1";"128";"11.779.674/0001-52";"Sandra";"1030,60";"2017-06-01 12:14:07"
"9b601125-33f5-4d8b-8ad8-cbc1a5f56ce7";"129";"26.191.840/0001-72";"Sandra";"699,00";"2017-06-01 12:31:45"
"edbcab5f-b876-40f7-bf59-6f94d402fec4";"133";"18.427.538/0001-42";"Sandra";"1330,20";"2017-06-01 18:30:06"
"2b7c1a73-14b8-4cae-b738-f0338446ff02";"134";"18.427.538/0001-42";"Sandra";"2430,70";"2017-06-02 09:04:19"
"99cab84a-784a-427f-80a2-05849f1f0212";"136";"08.835.108/0002-97";"Sandra";"3791,10";"2017-06-02 11:09:19"
"118922d0-1fed-4618-a6c2-216d5972e61f";"137";"26.223.890/0001-94";"Sandra";"311,60";"2017-06-02 15:59:54"
"73c3981e-c2f8-43bf-bee3-fe1457973a43";"138";"18.668.799/0001-54";"Sandra";"115,00";"2017-06-02 22:31:30"
"1908daad-d2dc-41f8-83b8-60924a88cd9e";"139";"14.638.185/0001-79";"Sandra";"810,80";"2017-06-04 21:28:46"
"03a74339-6829-4d9c-a9e4-452aaa44f550";"140";"23.944.736/0001-13";"Sandra";"194,90";"2017-06-04 21:48:36"
"58053e5e-a3ab-410f-b6e0-57773e5d4b48";"147";"18.146.450/0001-52";"Sandra";"1478,10";"2017-06-06 15:26:35"
"dd3a3786-21a4-47c5-b2dd-a2ed1eb062f3";"149";"13.531.335/0001-88";"Sandra";"683,90";"2017-06-06 21:46:53"
"765cde5a-1f21-4f8f-a717-669ee027b983";"153";"20.746.660/0001-23";"Sandra";"1452,40";"2017-06-07 22:33:12"
"a77598c4-a23f-4a06-968f-cf0895ebef9f";"155";"17.053.594/0001-00";"Sandra";"414,40";"2017-06-08 09:33:02"
"3fb9eb00-6e71-404f-a17a-ae6473ba742f";"156";"21.891.139/0001-42";"Sandra";"998,20";"2017-06-08 14:19:21"
"b5a6dfd5-ea98-430d-8eba-78bbb0e69538";"159";"23.588.931/0001-58";"NATALIA";"89,90";"2017-06-12 11:30:48"
"44b36d7a-a555-44f2-891e-18ab541565d2";"160";"23.588.931/0001-58";"NATALIA";"908,50";"2017-06-12 11:45:18"
"900b41ce-2c99-4085-9f97-ad202a9e39e1";"163";"27.521.828/0001-41";"Sandra";"489,30";"2017-06-12 14:08:31"
"5804dc8c-bcc0-4d7c-b798-575f63e28e77";"164";"13.250.288/0001-02";"Sandra";"1120,50";"2017-06-13 16:09:41"
"0e6600e0-837d-422e-af9c-aebdc35e782d";"165";"21.316.662/0001-45";"Sandra";"1298,00";"2017-06-14 13:52:40"
"50d54a88-10ae-493f-bfaa-ae7b86c7992c";"166";"21.316.662/0001-45";"Sandra";"1567,50";"2017-06-14 16:46:20"
"39b6be7d-1552-4dec-acc9-edd1519a6878";"167";"14.785.410/0001-08";"Sandra";"728,90";"2017-06-14 17:16:23"
"4cccc1d8-4d3b-47ba-b0ef-950faa325b75";"168";"11.508.863/0001-90";"Sandra";"545,70";"2017-06-15 11:42:18"
"121f74f7-a687-408d-b2e2-40fd2d922fdf";"169";"16.724.963/0001-78";"NATALIA";"2862,10";"2017-06-16 16:26:38"
"71c4f3a2-4b99-440d-b4ce-8531e66a6daf";"170";"01.672.087/0001-06";"NATALIA";"2409,70";"2017-06-16 20:22:04"
"f92f65d7-12ad-45d9-a26b-69cc77d1febb";"171";"16.827.466/0001-03";"Sandra";"79,90";"2017-06-18 02:03:41"
"970f108a-aa45-4b1a-a4db-037fc5adc604";"172";"18.462.046/0001-98";"Sandra";"239,40";"2017-06-18 22:13:02"
"6ae5b5ca-b876-4408-899e-fa0f3692ebc0";"173";"23.727.131/0001-70";"Danisio";"1157,30";"2017-06-19 08:46:00"
"0999afe5-23a6-417b-8f8c-b48708f46e12";"175";"01.672.087/0001-06";"NATALIA";"1550,30";"2017-06-19 13:50:52"
"062ee95b-79d6-4577-85d5-a5a3f4514c23";"176";"14.879.811/0001-19";"Sandra";"1180,70";"2017-06-20 15:53:51"
"80a31604-0709-4718-ab47-db3bfb34875a";"177";"15.498.616/0001-01";"Sandra";"709,00";"2017-06-20 17:08:29"
"6b6ff78b-66d1-4920-8bc4-77b721f6a8be";"178";"15.498.616/0001-01";"Sandra";"709,00";"2017-06-20 17:08:34"
"91eb50aa-9e07-44b5-aea5-6621bee360d6";"179";"21.044.794/0001-65";"NATALIA";"1150,70";"2017-06-21 15:43:01"
"d38f9c0b-b13f-4cc4-a8ca-381ca8db1672";"180";"18.187.966/0001-45";"KELI";"1178,20";"2017-06-21 18:05:05"
"d6fec30d-3116-499f-8038-cb1986a43bfd";"181";"21.449.882/0001-47";"KELI";"2526,10";"2017-06-21 20:27:30"
"d1722c0a-2853-44d4-b3da-4b4c6da645cc";"182";"21.044.794/0001-65";"NATALIA";"1330,50";"2017-06-22 07:45:53"
"14043eba-fa0b-4f6f-8b10-bda85a93fc9a";"183";"45.242.914/0001-05";"Sandra";"228,00";"2017-06-23 11:08:26"
"77d688ec-070f-4292-aea9-b9e59c4db408";"184";"22.925.975/0001-63";"Sandra";"1657,60";"2017-06-23 15:31:22"
"d542aa3e-645c-4d04-a08b-cc6cf8825b2b";"185";"23.890.283/0001-90";"Sandra";"117,00";"2017-06-24 09:07:26"
"7139208a-5e7f-4638-8bba-ad2e343a854a";"186";"64.887.589/0001-74";"Danisio";"389,20";"2017-06-26 10:15:17"
"fddd0e5a-0e74-47ac-86e2-63a641074429";"187";"64.887.589/0001-74";"Danisio";"389,20";"2017-06-26 10:15:18"
"e6a09180-c869-4f06-b55f-1255f159d084";"188";"64.887.589/0001-74";"Usuário de teste";"638,50";"2017-06-26 10:37:00"
"6d35de55-7e7e-49d9-97ee-61a69512c107";"190";"27.769.966/0001-44";"Sandra";"1110,10";"2017-06-27 22:23:17"
"c70234cd-a8d1-480c-a69c-6b06e158896e";"191";"27.769.966/0001-44";"Sandra";"1110,10";"2017-06-27 22:23:20"
"a80cfb14-18ba-4cbe-af34-cadeaa0ab524";"192";"27.769.966/0001-44";"Sandra";"59,90";"2017-06-27 22:26:23"
"e8f074be-7ff3-4dfa-87ee-6be065fcb28d";"193";"21.790.617/0001-28";"KELI";"609,00";"2017-06-28 11:58:13"
"f6cb22b2-50c7-42c2-a31a-e103aa4d0828";"194";"05.274.366/0001-72";"Sandra";"479,40";"2017-06-30 19:01:15"
"e64bb212-641d-4782-a5c2-5895bf3280d3";"195";"27.925.368/0001-17";"Sandra";"1465,20";"2017-07-01 10:12:17"
"dfd394c0-b66f-424a-a5b2-d121792b2dc9";"196";"27.925.368/0001-17";"Sandra";"1465,20";"2017-07-01 10:12:19"
"21069d23-e5ae-418e-a8f4-1d2c82ac4c99";"197";"21.044.794/0001-65";"NATALIA";"649,00";"2017-07-01 12:30:17"
"59c7004b-cc0e-40f5-a52b-e83d44063398";"198";"21.044.794/0001-65";"NATALIA";"808,60";"2017-07-02 22:34:50"
"33b56c58-ee72-4a07-b75a-188a4515f4cb";"199";"81.133.290/0001-43";"Sandra";"2442,30";"2017-07-03 14:47:36"
"99581c71-3513-4870-a678-3a21ddba9190";"200";"81.133.290/0001-43";"Sandra";"2442,30";"2017-07-03 14:47:40"
"86ca25d4-6d25-4a6a-9946-a99ce091e3e8";"201";"81.133.290/0001-43";"Sandra";"2502,20";"2017-07-03 14:47:48"
"1fea3f58-5f28-4649-b23e-4458c08829ab";"202";"81.133.290/0001-43";"Sandra";"2502,20";"2017-07-03 14:49:15"
"b57fd5f1-588b-4f2c-aa73-f49d94b74791";"203";"81.133.290/0001-43";"Sandra";"2502,20";"2017-07-03 14:50:33"
"407d6b60-e775-405e-90b0-8b04ea0f8d09";"204";"81.133.290/0001-43";"Sandra";"2502,20";"2017-07-03 14:50:36"
"84b5ceb4-4cf6-46b2-abed-746bb2dc2d3e";"205";"81.133.290/0001-43";"Sandra";"2502,20";"2017-07-03 14:50:41"
"bf675116-59f1-4a53-b13d-7df26cbeb854";"206";"81.133.290/0001-43";"Sandra";"2502,20";"2017-07-03 15:01:30"
"d317298a-8c19-43d0-a4cc-af6cc68979c8";"207";"81.133.290/0001-43";"Sandra";"2502,20";"2017-07-03 16:22:02"
"083d1657-4210-4156-a2a9-f000ce43fc45";"208";"41.491.073/0001-00";"Usuário de teste";"928,70";"2017-07-04 13:18:13"
"5394f207-0706-4111-af51-e8181da02bba";"209";"03.471.180/0001-88";"KELI";"1202,80";"2017-07-04 13:40:34"
"3fa6228c-76e0-4a31-819b-6deb9e0a6641";"210";"11.814.573/0001-75";"NATALIA";"2464,40";"2017-07-04 16:05:54"
"9720601c-5f89-4fdf-84ff-2f99bd0f94d5";"211";"14.360.541/0001-35";"Sandra";"169,80";"2017-07-04 21:27:11"
"b601ca9f-aca0-40a4-9cd8-605a74a25775";"212";"14.073.687/0001-08";"KELI";"1312,90";"2017-07-07 10:30:06"
"132b56d7-74bb-46f1-91ac-0b502936bcf3";"213";"24.934.029/0001-09";"Erika";"990,80";"2017-07-07 14:21:10"
"7435526f-d47b-48bc-b142-221d17b75223";"214";"23.944.736/0001-13";"Sandra";"529,50";"2017-07-07 20:59:57"
"cce45d49-bfb8-4a27-895e-bf269d2b4e91";"215";"21.442.459/0001-15";"Sandra";"1440,80";"2017-07-07 22:14:52"
"eed3fb3f-2d3f-4815-84c7-1c9ce7f7f9e3";"216";"06.935.689/0001-22";"Sandra";"49,90";"2017-07-08 19:40:19"
"89ae47d0-12c5-4934-a58f-7963c1fdb11a";"217";"24.934.029/0001-09";"Erika";"179,80";"2017-07-09 22:38:01"
"2bcf148e-ac39-4739-a94f-9e824ac0cd86";"218";"23.161.455/0001-94";"Sandra";"2109,80";"2017-07-10 13:25:48"
"75df1a84-9141-4a27-8ea4-9e460c16576b";"219";"15.654.490/0001-17";"NATALIA";"1410,10";"2017-07-10 14:15:58"
"063972b3-76d4-43b1-8708-17527409b893";"220";"16.769.428/0002-14";"Sandra";"5344,90";"2017-07-11 10:43:20"
"d0941808-54c4-4a74-aa8d-69ac019de8d4";"221";"16.769.428/0002-14";"Sandra";"5344,90";"2017-07-11 10:43:23"
"83bded5d-fa78-4b52-8de0-d3cb77fd9d5d";"222";"03.471.180/0001-88";"KELI";"1553,50";"2017-07-11 12:03:20"
"04ef4563-7fa6-4faf-9866-18621ed2df75";"223";"15.840.493/0001-45";"Sandra";"4556,60";"2017-07-11 17:07:48"
"ada7c303-a231-45d3-b5ee-7b47253397a6";"224";"26.369.602/0001-04";"Sandra";"1194,00";"2017-07-11 17:16:34"
"8379532f-0614-41a2-ad86-472e36143335";"225";"17.525.117/0001-91";"Sandra";"2044,90";"2017-07-11 20:50:58"
"7b2e6ea8-2855-4a35-994e-85e5172e9853";"226";"21.449.882/0001-47";"KELI";"2808,80";"2017-07-11 21:16:04"
"64f5bfeb-03ff-4b28-8999-1f232609f136";"227";"14.425.386/0001-98";"Sandra";"1272,30";"2017-07-11 22:22:56"
"0c3c3b86-fd75-4b07-839f-356148e11eac";"228";"22.703.287/0001-59";"Sandra";"479,30";"2017-07-12 14:32:47"
"4f33b909-3efc-4875-90a7-eea7120e2b65";"229";"22.703.287/0001-59";"Sandra";"579,10";"2017-07-12 14:44:16"
"bd559d28-7d82-4ad7-bfb0-e1ba2986b2d4";"230";"26.369.602/0001-04";"KELI";"587,20";"2017-07-12 14:51:15"
"80a8d2eb-dacf-4c95-a0fb-d9634ecfd582";"231";"14.638.185/0001-79";"NATALIA";"1876,00";"2017-07-12 16:08:22"
"ce0a58f8-8a80-4980-8c9a-32ad1f2ef3f6";"232";"24.535.066/0001-44";"Sandra";"865,00";"2017-07-12 16:29:25"
"7f266fac-0c52-4e74-aa14-87a909524165";"233";"10.682.065/0001-18";"Sandra";"369,80";"2017-07-12 20:55:38"
"b18f0d42-ab21-431c-bd74-ab17cc4f3fbc";"234";"24.833.679/0001-68";"Sandra";"1018,60";"2017-07-12 21:10:50"
"f079b1b8-a1f7-44fc-bb2b-b383d60a4a30";"235";"10.682.065/0001-18";"KELI";"419,70";"2017-07-13 08:27:41"
"913f5af1-3088-463d-844a-385ee2ca9ec4";"236";"72.637.328/0001-24";"Usuário de teste";"239,40";"2017-07-13 16:33:41"
"506d955c-3f92-4ff1-b7f7-8c9ce35b8c8c";"237";"22.703.287/0001-59";"Sandra";"449,40";"2017-07-13 17:25:35"
"21fe89c2-1159-4b6b-9378-88769203170a";"238";"21.316.662/0001-45";"KELI";"3053,10";"2017-07-14 14:15:58"
"bee5b2fa-f743-42d6-8561-ec575f4f3485";"239";"21.529.324/0001-91";"Denize";"1518,60";"2017-07-15 01:06:35"
"05d1277a-9460-48ae-b3c7-6fe7dfd1de27";"240";"24.934.029/0001-09";"Erika";"259,70";"2017-07-15 12:10:55"
"1059afc4-1d58-45b6-9aca-2879b3ad30c8";"241";"24.833.679/0001-68";"Sandra";"1039,60";"2017-07-16 19:12:55"
"c2ee8aeb-1c65-4ea6-82b2-4cf0397236a4";"242";"15.632.338/0001-33";"Sandra";"948,70";"2017-07-17 01:24:23"
"60765539-e1e1-408f-becb-9f185811cc54";"243";"25.531.178/0001-90";"Danisio";"663,30";"2017-07-17 10:19:23"
"0ceec762-8c87-4f43-b76f-9b3e3e3139ec";"244";"25.531.178/0001-90";"Danisio";"828,90";"2017-07-17 14:03:07"
"311e8dcf-8ac0-4058-b972-d68c6a1a9082";"245";"25.531.178/0001-90";"Danisio";"59,90";"2017-07-17 14:04:36"
"7daf2afe-850a-4701-9d24-7e0e7d5430d2";"246";"10.682.065/0001-18";"KELI";"199,50";"2017-07-17 15:08:13"
"8d8580df-4a80-43a1-9873-27db17980dd1";"247";"19.795.949/0001-53";"Sandra";"1183,90";"2017-07-18 12:22:19"
"39178d68-0211-4fc6-b205-df57daef29c0";"248";"14.073.687/0001-08";"KELI";"1078,00";"2017-07-18 16:04:32"
"659dcd5b-14b6-4562-984b-60a284babd16";"249";"15.632.338/0001-33";"Denize";"359,40";"2017-07-18 17:19:26"
"1fb60268-4e8b-4df9-959c-f616f03629ec";"250";"27.457.515/0001-71";"Denize";"602,00";"2017-07-18 18:26:22"
"1e7c3c2f-4853-42ff-b3f9-5e843f0ba2c2";"251";"17.211.979/0001-40";"NATALIA";"838,80";"2017-07-18 19:02:07"
"de145d87-abc4-4f4b-8d22-a167236b908d";"252";"26.705.920/0001-07";"NATALIA";"661,80";"2017-07-18 20:38:41"
"d5397da3-ce7d-4a2b-8f2a-f72f935a7bf3";"253";"23.161.455/0001-94";"Sandra";"1188,70";"2017-07-18 23:14:50"
